257,573
221,147
471,2013
1144,232
257,1184
741,1184
741,573
729,268
741,1135
56,110
562,67
56,1184
821,395
338,573
741,1233
562,1933
1142,26
338,721
729,2093
539,573
471,147
338,482
562,1811
140,26
262,2013
257,314
471,349
821,482
181,67
338,1184
729,1892
897,147
661,622
136,355
136,1184
729,2013
181,147
56,622
741,622
741,1282
344,268
1144,355
136,395
661,573
56,770
418,573
177,273
136,482
661,1233
821,1233
181,2093
862,573
1023,1184
344,2013
539,1233
338,355
661,1184
821,1184
459,1719
741,1719
620,622
136,1673
344,26
56,314
943,573
56,1233
338,1762
56,2132
257,1762
136,273
385,349
729,349
943,395
943,1184
938,2134
620,1430
221,2013
471,2093
897,2093
1064,1184
1060,2093
221,67
136,232
385,268
1144,314
338,770
136,1381
471,1811
471,1933
897,1933
471,268
56,573
862,1762
1185,573
938,67
1023,273
1023,355
338,395
938,2093
1144,191
562,268
1064,355
1023,573
539,671
257,1135
136,1233
262,147
862,770
620,1233
56,1762
471,1892
1185,191
262,67
303,67
729,429
177,573
459,1331
136,1969
1144,2091
1103,110
862,1381
1103,191
902,573
862,1233
1103,2009
772,2013
902,314
1185,395
56,355
1103,482
136,1331
177,1673
262,26
862,622
1103,622
539,1184
56,69
1064,573
1103,573
741,770
418,1184
741,1381
638,1892
1185,1184
1185,1233
459,1135
379,482
338,622
177,1135
620,1282
902,1719
140,107
729,147
943,314
562,470
539,622
1103,2091
344,147
418,622
1185,314
1023,1135
683,2013
729,26
56,273
562,389
1144,395
943,1282
257,1719
303,1933
385,2013
1019,26
257,355
1023,1233
56,1805
1019,147
1064,314
741,1430
1185,2132
303,227
1103,273
338,1233
257,395
580,1184
56,1381
221,2093
1064,770
1185,770
1185,2009
821,1017
821,1135
338,1673
729,1933
938,227
943,273
499,573
177,770
136,917
821,1762
177,1846
562,2093
379,573
539,770
620,770
741,919
56,1282
897,2013
257,1233
1064,1762
338,820
855,1892
1064,1480
1144,1331
177,1969
562,429
943,622
418,1135
1064,1135
177,1233
620,1381
638,1933
729,2174
136,191
217,573
902,1184
943,1233
539,1480
862,1805
1064,622
257,770
418,1233
902,1233
977,147
221,187
821,1381
459,1673
562,147
303,2093
379,395
902,622
379,1184
56,1430
638,1852
56,2009
1019,2093
741,1628
1023,1762
338,1283
1185,151
1064,820
701,1381
427,2093
897,107
418,721
781,1762
418,770
1060,26
539,1135
95,1719
303,147
257,273
1064,273
902,355
1023,395
459,573
177,671
1144,1233
562,1731
136,1887
385,1892
1144,2009
1103,770
217,1233
862,1430
943,1762
772,147
580,1233
1185,69
1185,1430
1185,1762
221,2175
471,187
638,1771
459,671
1103,1135
943,1719
136,2050
855,2093
95,110
471,429
862,1017
620,1184
56,191
1103,314
1064,395
1103,1233
1064,1233
1185,1480
459,1382
177,1579
701,1282
701,573
781,1233
15,482
338,1719
683,349
459,482
1023,671
177,1184
1144,69
177,191
1103,232
418,1673
97,232
862,967
379,1233
418,1381
638,2093
1185,967
471,229
1185,437
782,819
297,967
1185,1282
741,1333
177,1480
1144,1804
16,2050
855,26
701,622
1023,919
257,1927
638,1972
140,2175
344,2175
1142,2175
897,187
257,721
701,1233
257,1805
821,1673
177,232
1103,355
459,526
499,721
15,573
95,622
217,1017
862,1184
15,1233
1064,1673
1064,1969
257,1381
344,1892
855,107
741,1675
782,1719
1019,2175
427,268
815,268
661,819
580,868
418,1283
15,1331
701,1628
95,1846
897,2175
379,721
418,917
95,191
1064,1017
297,482
177,1928
821,1431
562,2134
15,2173
344,107
459,770
943,770
95,1184
1103,1184
862,1282
344,308
1103,439
580,770
344,2054
303,187
1060,106
685,268
685,470
700,819
15,967
982,1017
1064,1283
1144,1382
1185,1579
263,2093
1185,28
16,273
459,869
1144,919
782,1282
701,1577
1144,1579
815,2093
471,2175
781,437
701,721
638,308
418,1480
177,482
1144,526
15,1282
855,1933
1144,2050
385,67
385,107
1103,151
15,232
1144,437
620,917
741,1065
943,1479
338,1480
562,1972
938,1972
1103,2050
1023,314
56,439
1064,482
257,671
1023,770
136,1762
95,573
902,770
741,967
772,1892
1185,820
1144,1675
772,187
1185,917
427,389
1023,527
379,1283
303,1973
303,2053
16,2091
1023,721
1103,721
741,820
902,1480
418,1529
15,1887
177,1887
418,967
257,1577
221,2053
982,1184
661,1381
338,1805
1144,770
459,917
56,1673
902,1673
56,1969
262,1972
181,2134
15,314
539,1282
539,1430
943,1430
1023,1430
56,1480
56,1577
862,1577
56,1627
257,1430
471,2054
386,2093
977,67
661,1579
983,1804
1144,1967
515,1972
303,106
700,671
782,671
95,721
661,1479
298,1804
856,2174
517,187
821,819
95,1430
855,2053
515,2174
99,2175
427,147
471,389
298,573
902,721
701,1184
459,1479
1103,1480
781,1628
471,1771
772,1852
418,1628
95,2009
15,622
177,622
499,622
338,917
136,1282
385,2134
338,671
620,1017
1103,1017
1103,1066
902,1135
257,1331
855,2013
471,2134
729,309
638,349
620,967
539,1017
459,1233
580,1381
459,1430
257,1673
517,1852
1023,2009
902,1430
1144,623
700,868
338,1333
862,1675
855,187
16,721
943,1065
16,1846
218,232
815,349
418,869
1023,869
701,917
95,1066
983,1282
298,1719
685,2134
638,67
902,395
580,721
781,770
862,820
902,820
701,1017
298,1233
781,1381
257,1529
459,1579
95,1805
902,1805
638,429
379,917
257,1480
379,1480
95,1762
580,1430
177,721
338,1381
821,1805
1060,2174
136,314
943,819
338,1430
1144,1430
683,1892
638,26
1023,191
638,509
56,968
902,1381
1023,1628
418,437
418,1430
257,1628
902,1628
1064,2009
982,526
782,868
562,187
729,229
515,389
379,869
500,967
136,1016
782,1016
539,1065
16,1066
700,1331
782,1479
983,1479
983,1846
562,2175
16,28
16,69
298,437
661,721
257,869
580,1066
1103,1283
298,1479
379,1528
781,1577
338,1579
177,1627
701,1673
729,1973
979,188
983,573
298,671
459,721
701,770
982,770
257,820
1103,820
177,1430
16,1762
943,1805
298,1887
379,820
741,1480
379,1577
418,1577
1064,1577
471,1852
418,1762
385,227
177,355
661,917
177,1282
539,1331
459,1528
1023,1528
499,1673
385,1852
262,107
897,227
1184,273
862,439
1103,1430
902,1762
637,389
1105,1719
1185,1845
1185,1886
982,819
661,1016
303,2175
683,107
1023,233
499,919
257,1283
95,1529
903,1529
181,106
517,308
741,481
821,526
1184,868
1103,869
15,919
983,968
579,1331
95,1480
517,1771
1023,1927
982,1928
815,1972
856,1972
428,2054
977,2134
772,2175
815,147
815,227
15,437
95,527
297,721
177,819
177,1017
459,1065
781,1430
1103,1577
773,1811
298,314
418,819
517,2053
517,107
1064,967
1103,967
983,1331
385,26
15,110
982,232
15,526
217,1135
1184,1135
1144,1282
177,1719
562,1772
136,1845
428,1892
303,2134
262,187
1023,437
418,482
517,2013
217,314
379,770
539,1381
773,2093
257,967
1064,1430
58,27
16,1627
700,527
782,527
1024,1331
499,1529
782,1529
983,1529
297,1675
1063,2050
814,188
823,573
218,819
56,1333
15,1579
773,1972
685,2093
427,107
500,526
903,671
95,820
95,868
782,968
499,1282
1144,1479
298,1579
1101,2175
517,429
136,526
97,671
499,671
781,721
580,820
902,917
580,919
97,1282
95,1331
298,1430
701,1430
982,1430
580,1480
515,1811
95,1887
517,349
95,437
539,1577
902,1577
638,2053
257,917
379,967
95,1381
815,67
729,188
217,1331
1184,1331
685,1933
262,2174
1101,26
1023,622
56,919
862,919
379,1017
1103,1381
471,308
95,314
217,770
217,1381
517,1892
1064,191
1103,1762
263,227
983,1382
937,26
938,106
427,187
1144,481
1184,1927
903,527
218,671
459,1016
418,1333
661,1528
499,1579
983,1579
1185,1804
772,106
773,227
1185,527
137,573
298,819
16,868
701,967
16,1430
683,2053
428,2174
97,151
95,273
683,308
855,309
298,355
297,395
781,622
136,721
1184,721
298,770
499,770
821,968
701,1066
1023,1479
701,1480
815,1933
979,2174
344,188
943,437
56,820
418,1066
257,1886
517,147
257,439
517,470
1064,917
983,482
685,67
385,308
579,622
579,671
821,917
499,1184
177,1529
1103,1673
1184,1673
177,1805
1103,1969
1184,1969
459,622
1064,868
741,1017
217,1184
177,1762
262,2053
773,349
95,1233
379,1381
217,1430
379,1805
386,2174
815,2175
983,722
218,868
1063,1066
941,1135
638,2175
979,106
427,308
814,309
983,917
782,1331
903,1331
782,1673
562,1691
97,1927
685,1972
263,2134
977,26
773,67
815,107
562,511
217,527
983,671
821,771
781,917
298,1066
16,1969
427,67
620,721
620,820
136,967
338,1017
1144,1017
16,1135
298,1135
781,1135
781,1184
428,1811
683,1852
815,1892
427,1933
97,1969
815,2013
471,107
379,439
1103,917
943,1577
95,1628
15,2132
638,147
638,187
418,1017
1103,1627
638,1690
16,355
661,868
562,227
177,868
136,1627
217,1846
782,573
217,622
418,1719
943,1886
1019,107
638,268
539,967
379,1430
379,1762
729,65
377,1066
659,1066
176,1331
700,1528
1144,1718
937,2174
499,820
903,868
983,868
983,1066
821,1528
15,1927
982,437
136,439
782,482
821,623
298,919
338,1065
661,1431
821,1627
16,1673
983,1969
304,2013
815,2053
427,26
515,67
562,107
855,268
298,622
943,868
177,917
499,1017
701,1135
298,1282
136,1529
580,1529
620,1577
1023,1577
136,1928
97,395
1184,671
539,917
943,919
97,968
580,1282
217,1480
1184,1719
638,1811
217,1887
1103,1928
15,2009
943,967
217,1577
638,1731
217,1762
1064,1805
1064,1628
1064,1887
176,395
661,1282
821,1282
683,389
539,1627
1144,1627
1063,1719
1184,232
221,107
580,967
377,527
1063,721
1063,1529
386,2054
377,671
377,1331
659,770
1184,1065
181,27
56,481
661,1627
983,1673
903,1846
982,1886
856,67
982,395
821,439
821,721
1144,721
15,819
136,820
97,917
661,968
177,1066
499,1381
1185,1627
427,1972
16,191
136,770
95,1017
257,1066
580,1135
217,1282
620,1480
1103,1805
685,1811
517,1933
773,268
257,1017
1064,1381
379,1627
517,1731
772,2053
896,67
1144,1066
176,1381
943,1627
99,26
638,2013
1105,1846
856,2133
1101,65
345,67
500,869
298,1016
499,1065
500,1627
685,1771
15,1804
896,2134
862,481
298,526
1023,1016
982,1135
15,1529
16,151
685,227
773,389
16,671
499,1480
821,1577
729,1772
815,1852
1144,1928
977,2013
562,2053
815,2134
181,2174
338,437
217,917
177,967
298,1184
459,1282
902,1282
136,1430
773,1933
1184,2050
638,107
517,268
772,308
741,1577
217,1805
56,1886
1184,1528
729,107
902,1887
140,65
176,439
377,1135
659,1135
941,1331
562,27
257,481
385,187
982,355
298,869
821,869
903,1066
982,1627
386,1933
345,2093
683,26
815,26
683,188
729,388
500,1135
16,1184
298,1331
499,1331
821,1480
95,1579
377,1719
428,2134
385,147
562,308
95,355
1184,355
1184,482
459,819
1023,967
1144,967
943,1017
1023,1381
95,1673
1144,1886
773,2134
1184,2173
221,26
517,26
897,26
217,437
95,770
862,1480
217,1628
97,2091
1064,437
856,229
419,527
861,527
861,1529
339,1846
861,1846
99,65
418,673
541,721
659,1331
15,1479
377,1673
823,1719
941,482
339,1135
821,1333
256,622
1185,623
298,1528
141,2093
428,227
16,395
1144,868
16,1719
938,2053
773,26
177,526
338,526
1103,671
338,967
95,1135
1023,1282
580,1577
338,1627
459,1627
217,1673
1023,1805
729,1852
979,2093
855,147
902,437
539,820
580,1017
902,1017
982,1762
1023,1887
897,2054
638,470
902,967
1105,527
137,1579
303,27
941,671
459,1185
941,1928
896,268
95,481
982,623
95,2049
1063,151
57,395
136,2008
303,267
338,869
136,1479
385,1972
181,2053
979,2053
344,2133
217,967
1103,1887
215,1719
15,1016
56,2049
685,430
782,1065
1105,1529
1144,274
256,526
983,1234
137,1719
683,1730
1105,395
136,623
821,673
941,1381
1185,1382
298,1845
377,622
56,1065
683,2174
1023,819
862,1627
729,2053
140,2133
471,26
56,1017
